words,links,capital_words,spam_word_count,is_spam
109,1,1,1,0
599,7,9,9,1
275,2,2,2,0
28,0,0,2,0
174,7,12,10,1
616,4,30,5,1
471,2,9,6,1
84,2,0,3,1
162,2,4,0,0
868,10,16,5,1
43,0,5,1,0
34,1,2,0,0
139,2,10,0,0
520,9,8,10,1
312,2,2,2,0
368,2,26,9,1
618,6,20,10,1
147,0,3,2,0
273,0,0,2,0
255,1,0,1,0
195,2,28,3,1
917,6,2,3,1
328,2,23,3,1
106,2,5,10,1
103,3,23,4,1
59,2,0,0,0
178,3,1,0,0
159,0,2,1,0
633,8,5,10,1
340,0,2,2,0
269,0,15,5,1
145,1,5,5,0
596,1,5,0,1
358,1,17,1,1
145,1,2,0,0
288,2,2,2,0
788,7,25,10,1
180,0,25,10,1
93,1,5,1,0
734,5,20,5,1
687,2,23,3,1
192,1,3,0,0
748,10,17,1,1
400,3,22,10,1
247,1,3,0,0
391,4,22,4,1
868,7,5,7,1
299,1,2,0,0
197,0,1,2,0
804,10,15,3,1
523,7,18,7,1
508,5,24,8,1
538,3,20,5,1
163,1,0,1,0
80,3,1,6,0
107,6,24,0,1
606,10,17,7,1
149,1,8,10,1
388,7,1,8,1
181,2,3,1,0
395,1,3,4,0
79,2,3,6,0
44,0,3,4,0
221,1,5,2,0
283,3,11,9,1
124,4,1,5,1
282,4,26,6,1
163,2,3,2,0
176,1,1,2,0
592,7,3,3,1
200,3,2,0,0
665,6,23,2,1
514,2,11,3,1
294,1,0,1,0
371,2,9,5,1
473,1,0,1,0
153,4,1,1,0
56,0,8,1,0
186,6,7,7,1
208,7,15,10,1
317,5,8,4,1
888,7,9,8,1
547,1,14,3,1
955,6,10,8,1
779,0,6,2,1
101,1,14,6,1
199,10,15,4,1
178,8,22,10,1
40,3,9,0,0
157,0,23,8,1
631,2,30,4,1
260,2,10,2,0
167,0,8,1,0
160,1,3,0,0
282,1,1,1,0
678,9,14,8,1
384,2,1,0,0
247,5,2,1,0
308,0,2,2,0
131,0,2,0,0
254,4,18,9,1
130,1,3,2,0
548,5,2,10,1
160,8,6,1,1
239,4,15,5,1
137,2,0,0,0
495,5,1,5,0
375,2,0,0,0
346,0,2,9,1
147,2,21,5,1
142,1,21,0,1
106,3,3,1,0
195,1,0,0,0
55,2,0,1,0
275,1,1,6,0
369,0,3,2,0
195,0,3,2,0
718,6,8,4,1
879,0,12,1,1
226,0,25,8,1
242,4,0,1,0
652,10,12,6,1
954,9,8,6,1
925,6,5,10,1
941,9,8,0,1
830,8,5,10,1
966,10,20,10,1
27,2,2,0,0
196,4,2,3,0
685,3,24,10,1
318,7,26,5,1
29,1,3,2,0
79,4,25,6,1
480,3,11,1,1
263,0,2,2,0
953,8,14,3,1
739,5,5,5,1
928,9,5,4,1
198,2,2,0,0
144,0,2,2,0
260,8,5,4,1
268,5,5,6,1
263,1,0,2,0
70,2,7,2,0
247,2,3,2,0
184,10,24,9,1
872,5,0,10,1
130,8,10,3,1
889,2,24,10,1
141,1,1,1,0
202,3,8,6,1
341,6,28,6,1
220,4,3,1,0
63,1,6,0,0
243,5,9,4,1
172,1,2,4,0
374,4,18,8,1
270,0,1,1,0
751,6,1,9,1
142,0,0,2,0
215,0,0,0,0
672,10,7,10,1
749,2,0,4,1
184,0,4,0,0
187,4,10,3,0
982,4,15,5,1
25,2,0,2,0
612,6,9,0,1
79,2,8,5,0
152,0,10,2,0
336,2,9,9,1
259,1,0,2,0
597,7,16,3,1
815,2,13,7,1
134,2,3,2,0
280,0,7,0,0
490,0,1,6,0
141,1,2,1,0
286,3,2,2,0
451,2,19,3,1
51,0,2,0,0
246,2,2,0,0
129,3,14,3,1
446,0,2,0,0
243,2,0,1,0
28,1,2,2,0
37,1,3,2,0
190,1,1,1,0
275,10,28,3,1
421,7,17,5,1
196,0,9,6,1
339,2,1,2,0
389,2,18,5,1
224,1,6,2,0
94,0,1,2,0
595,3,30,6,1
254,0,1,2,0
247,2,4,1,0
601,8,5,9,1
911,3,17,4,1
402,3,4,10,1
142,8,16,1,1
253,2,1,1,0
413,8,24,1,1
889,9,11,6,1
191,6,19,8,1
873,0,17,8,1
204,1,1,3,0
701,4,7,7,1
59,0,20,7,1
679,10,7,6,1
543,1,4,10,1
59,0,1,2,0
265,0,4,3,0
465,2,3,2,0
259,7,0,5,1
708,3,7,8,1
152,1,3,2,0
138,7,30,3,1
908,2,27,9,1
28,4,0,0,0
910,1,7,4,1
130,3,13,5,1
141,10,29,5,1
442,0,23,5,1
161,3,3,0,0
487,5,3,2,0
785,4,22,6,1
574,9,1,5,1
309,2,26,7,1
52,0,2,2,0
694,5,11,1,1
211,4,1,0,0
217,5,0,1,0
403,0,2,0,0
736,3,3,9,1
269,0,1,0,0
208,0,0,0,0
279,2,3,5,1
300,10,30,7,1
164,1,2,5,0
185,4,26,2,1
580,9,26,4,1
183,0,2,0,0
481,10,22,6,1
214,1,2,3,0
455,1,3,0,0
622,9,22,7,1
161,3,26,8,1
159,2,9,2,0
376,2,26,7,1
343,0,2,1,0
294,2,3,5,0
715,6,26,5,1
741,2,21,8,1
172,2,0,1,0
476,0,1,2,0
295,3,1,2,0
45,1,1,1,0
736,2,25,5,1
661,7,14,7,1
386,0,0,1,0
725,8,3,9,1
140,10,18,9,1
149,1,0,1,0
195,1,0,0,0
432,0,2,0,0
204,3,1,2,0
730,3,17,10,1
80,3,1,0,0
240,4,0,1,1
109,2,17,6,1
277,1,1,0,0
209,4,2,4,1
973,5,21,8,1
247,0,1,4,0
81,10,22,8,1
280,0,2,6,0
157,3,13,9,1
58,3,1,10,1
295,0,3,1,0
169,0,0,2,0
761,3,8,4,1
136,6,18,4,1
161,1,3,1,0
132,6,14,7,1
181,2,2,0,0
530,10,21,7,1
198,2,9,2,0
608,4,29,2,1
102,6,19,7,1
222,4,3,2,0
151,0,0,2,0
191,0,3,2,0
997,4,30,3,1
164,2,0,8,1
478,0,9,9,1
453,1,7,0,1
237,3,1,0,0
336,3,27,0,1
169,0,2,1,0
748,3,22,3,1
118,0,1,5,1
127,2,15,7,1
745,2,10,8,1
296,2,1,1,0
112,1,2,2,0
165,2,3,5,0
60,3,25,9,1
103,0,0,1,0
85,1,3,3,0
388,1,9,8,1
192,0,29,4,1
213,1,3,0,0
638,9,1,6,1
171,3,15,6,1
977,7,8,4,1
821,8,7,7,1
57,1,1,2,0
65,5,2,2,0
163,3,5,9,1
853,10,18,3,1
99,2,2,2,0
34,1,1,1,0
142,3,26,9,1
991,5,26,3,1
228,1,0,2,0
733,7,9,9,1
192,10,23,6,1
880,8,24,10,1
93,1,3,0,0
266,1,3,0,0
497,3,5,7,1
514,9,7,7,1
70,2,5,2,0
411,1,3,2,0
78,6,17,6,1
809,2,28,6,1
56,3,1,5,1
142,0,1,10,1
137,7,3,1,1
203,2,2,0,0
271,4,4,2,0
184,2,4,1,0
201,1,0,2,0
393,5,8,10,1
167,2,12,7,1
49,2,3,2,0
210,3,5,9,1
414,1,1,0,0
637,5,8,10,1
279,5,2,2,0
51,7,9,9,1
583,4,19,4,1
119,0,3,1,0
64,3,27,3,1
40,4,3,0,0
480,4,28,9,1
324,5,25,8,1
295,0,1,0,0
322,9,2,10,1
123,9,2,3,1
513,5,21,8,1
543,10,9,8,1
121,5,3,0,0
210,0,3,0,0
647,2,11,1,1
177,2,3,1,0
453,6,8,7,1
168,3,18,7,1
837,7,26,3,1
233,1,0,1,0
163,0,10,2,0
312,3,3,2,0
220,1,3,0,0
217,2,30,7,1
653,9,30,9,1
122,2,3,2,0
615,7,7,7,1
689,10,27,9,1
136,0,6,2,0
262,2,0,0,0
280,2,2,2,0
460,5,19,4,1
211,1,2,1,0
126,2,1,2,0
284,1,1,0,0
62,0,1,1,0
444,8,0,6,1
452,4,20,5,1
368,1,13,4,1
284,2,3,1,0
385,4,12,3,1
363,1,1,2,0
32,1,3,1,0
239,2,7,2,0
340,2,9,8,1
533,4,5,5,1
290,10,18,0,1
162,0,0,0,0
908,3,10,5,1
129,6,20,1,1
435,0,1,2,0
983,3,14,5,1
470,3,5,5,1
355,5,13,4,1
475,5,8,3,1
808,5,4,4,1
161,2,1,1,0
625,3,2,10,1
336,3,3,4,0
487,0,2,1,0
364,10,24,8,1
757,7,19,6,1
69,0,3,1,0
717,5,30,4,1
230,3,14,7,1
119,5,1,6,0
93,2,1,2,0
170,2,9,10,1
835,8,6,8,1
314,2,8,0,0
121,10,30,5,1
87,1,3,1,0
218,1,6,2,0
438,4,1,0,0
322,5,2,1,0
189,1,2,1,0
192,1,0,2,0
957,1,9,2,1
343,5,0,4,1
975,8,20,5,1
96,2,0,0,0
212,4,1,10,1
865,5,7,3,1
254,1,0,2,0
158,10,26,4,1
286,1,7,4,0
93,1,0,2,0
288,0,3,2,0
141,2,2,1,0
72,7,7,1,1
85,0,3,1,0
158,1,10,1,0
533,1,30,5,1
269,3,0,2,0
405,1,1,2,0
101,3,0,1,1
444,7,15,7,1
42,1,1,2,0
159,4,3,0,0
140,1,3,4,0
994,2,10,6,1
326,1,2,0,0
460,4,0,1,0
359,0,1,6,1
328,0,12,6,1
62,2,27,8,1
47,1,1,0,0
343,10,21,9,1
162,1,1,3,0
208,5,3,0,0
126,0,0,1,0
623,3,7,2,1
718,5,11,9,1
371,3,8,6,0
475,7,15,10,1
253,0,2,5,0
647,7,22,9,1
64,9,24,2,1
871,3,10,8,1
165,1,1,2,0
146,4,0,6,0
183,0,2,0,0
311,1,8,5,1
240,1,2,1,0
261,1,3,0,0
165,0,10,1,0
78,6,5,10,1
1000,0,30,6,1
101,8,29,7,1
681,4,18,10,1
171,0,1,0,0
379,0,1,0,0
170,5,1,0,0
240,0,2,0,0
615,9,12,4,1
431,6,15,9,1
269,5,2,1,0
252,2,1,1,0
951,3,16,1,1
217,2,10,0,0
268,0,1,0,0
770,0,15,7,1
211,1,0,2,0
177,2,1,1,0
161,6,22,3,1
169,2,0,2,0
161,0,1,2,0
137,0,3,1,0
131,10,16,7,1
127,2,5,2,0
261,1,3,0,0
22,1,3,4,0
195,2,0,0,0
860,9,13,10,1
206,1,0,1,0
118,2,6,8,1
134,4,3,1,0
153,8,6,6,1
747,8,18,5,1
721,3,27,3,1
133,1,2,2,0
961,2,23,6,1
898,2,3,7,1
638,4,5,9,1
545,5,23,10,1
51,2,6,3,1
109,2,1,2,0
174,1,2,3,0
120,2,25,9,1
153,2,0,4,0
990,4,2,3,1
379,3,14,10,1
134,9,11,1,1
30,0,2,4,0
52,2,0,1,0
311,2,23,9,1
66,2,14,5,1
199,2,2,0,0
131,2,27,10,1
89,4,2,2,0
66,1,3,2,0
219,2,9,2,0
159,2,2,1,0
443,1,28,6,1
291,5,1,0,0
125,2,2,2,0
160,5,16,5,1
640,9,15,8,1
515,3,9,1,1
82,3,17,6,1
436,10,10,1,1
168,5,5,3,1
794,2,6,9,1
898,10,25,3,1
149,1,7,2,0
156,8,24,2,1
57,5,16,6,1
750,7,4,10,1
123,2,2,0,0
780,9,7,3,1
156,3,11,6,1
476,8,18,9,1
160,1,1,2,0
86,2,3,1,0
261,1,2,2,0
299,0,2,0,0
237,3,0,6,0
288,1,2,4,0
146,1,2,0,0
77,5,27,6,1
723,7,13,10,1
958,2,2,4,1
585,9,9,0,1
120,2,21,3,1
259,1,3,0,0
133,0,2,0,0
508,10,25,5,1
905,5,5,7,1
49,1,2,1,0
589,2,3,10,1
277,0,1,1,0
174,2,2,3,0
24,4,0,5,0
138,0,10,9,1
677,4,25,3,1
141,7,19,3,1
858,7,20,1,1
619,2,29,8,1
823,4,7,10,1
170,0,2,1,0
219,1,2,2,0
136,2,0,5,0
85,9,7,3,1
459,7,22,7,1
237,6,0,5,1
381,3,24,3,1
93,9,22,1,1
289,0,1,1,0
865,4,1,10,1
247,2,0,0,0
83,1,0,0,0
980,2,9,9,1
97,2,6,8,1
285,0,0,2,0
210,0,10,0,0
805,10,3,1,1
452,3,14,4,1
120,1,5,0,0
76,5,0,2,0
109,3,2,0,1
208,2,0,0,0
98,2,2,0,0
290,1,3,6,0
290,0,1,0,0
179,2,20,0,1
470,1,3,1,0
695,2,0,3,1
292,2,3,0,0
78,8,17,2,1
536,9,5,10,1
132,0,0,1,0
776,3,30,3,1
183,5,2,0,0
412,9,22,10,1
297,1,8,2,0
988,8,13,10,1
140,8,25,7,1
351,4,27,2,1
644,8,15,4,1
892,7,24,8,1
911,0,5,8,1
887,10,16,3,1
305,1,5,7,1
283,3,3,0,0
657,9,29,3,1
385,2,1,2,0
274,0,1,1,0
896,3,17,8,1
349,8,7,2,1
155,2,25,8,1
844,10,8,1,1
112,7,6,5,1
344,9,1,1,1
739,3,5,1,1
279,0,1,0,0
495,0,2,6,0
88,3,2,2,0
232,1,0,1,0
270,1,3,4,0
32,2,3,2,0
157,1,1,1,0
309,3,3,10,1
706,0,17,6,1
379,0,3,2,0
266,1,3,2,0
270,2,3,1,0
86,0,5,0,0
47,5,0,0,0
459,7,27,3,1
657,2,4,3,1
129,9,5,3,1
447,6,21,9,1
218,6,18,9,1
140,3,24,8,1
35,0,2,1,0
738,7,22,8,1
631,6,22,0,1
224,0,3,2,0
103,8,6,10,1
83,4,2,0,0
240,0,2,1,0
216,0,8,2,0
614,9,19,7,1
23,0,1,5,0
665,8,6,5,1
47,0,0,1,0
414,8,11,10,1
967,3,28,3,1
201,2,16,8,1
50,10,4,6,1
858,8,8,4,1
217,1,22,4,1
994,9,20,1,1
395,4,6,10,1
91,2,2,2,0
168,1,0,1,0
909,8,13,7,1
178,7,19,9,1
176,3,12,3,1
857,7,6,9,1
237,1,3,2,0
183,2,0,5,0
165,0,1,1,0
761,2,2,6,1
927,8,9,9,1
290,2,2,2,0
794,2,11,9,1
722,10,17,1,1
290,1,7,1,0
304,10,12,5,1
753,8,11,8,1
194,1,4,5,0
295,0,2,1,0
202,1,5,3,0
587,6,1,10,1
331,3,1,5,1
706,7,27,7,1
458,1,3,9,1
810,7,8,9,1
212,9,26,7,1
122,4,20,8,1
275,1,2,2,0
911,3,18,8,1
181,2,0,2,0
996,4,19,3,1
415,6,29,6,1
246,0,1,2,0
182,1,0,0,0
105,1,3,5,0
926,3,22,5,1
88,9,27,6,1
114,8,6,9,1
273,2,10,2,0
111,2,0,2,0
73,0,0,0,0
707,3,23,8,1
41,0,1,2,0
850,6,22,10,1
103,1,3,2,0
195,2,1,1,0
54,4,3,1,0
604,5,23,8,1
469,7,2,10,1
82,0,2,1,0
120,5,15,5,1
160,9,20,0,1
160,2,2,0,0
97,2,2,2,0
27,0,2,0,0
223,0,0,0,0
259,3,3,3,0
865,10,5,6,1
960,9,19,8,1
29,1,1,1,0
31,0,3,1,0
307,4,26,10,1
659,1,13,5,1
158,9,25,9,1
108,1,2,0,0
930,4,13,3,1
213,7,7,2,1
743,6,7,0,1
905,4,5,8,1
872,7,1,10,1
122,5,3,3,1
972,7,13,5,1
47,2,0,2,0
179,4,13,10,1
157,0,5,4,0
193,6,5,2,1
382,5,4,9,1
69,3,29,3,1
142,2,10,3,1
145,6,17,7,1
679,3,16,5,1
864,9,29,4,1
145,2,2,0,0
454,0,0,0,0
82,3,26,9,1
893,2,12,9,1
460,2,9,8,1
220,2,0,1,0
765,1,26,10,1
962,10,24,3,1
867,8,26,10,1
85,6,4,3,1
656,9,13,3,1
714,4,20,9,1
246,5,9,3,1
80,0,2,6,0
30,2,1,0,0
215,1,1,0,0
81,0,0,1,0
74,2,3,0,0
213,1,3,0,0
314,7,24,2,1
296,3,17,0,1
26,0,0,0,0
431,1,18,10,1
415,5,3,1,0
188,1,3,2,0
158,2,1,2,0
298,0,2,0,0
871,8,5,4,1
183,3,4,3,1
784,2,5,10,1
129,3,30,1,1
282,1,0,0,0
182,2,9,10,1
182,1,1,1,0
107,2,0,2,0
213,0,0,4,0
392,7,10,2,1
299,1,8,2,0
888,2,4,3,1
258,2,2,4,0
515,3,2,3,1
111,1,1,1,0
182,0,1,1,0
523,2,12,4,1
286,4,3,2,0
387,1,3,0,0
255,10,7,10,1
164,10,12,9,1
270,2,2,4,0
596,1,3,5,1
717,1,2,2,1
43,1,1,0,0
245,0,1,2,0
602,10,30,5,1
791,2,30,1,1
152,2,1,2,0
651,9,11,10,1
84,2,2,2,0
131,1,2,4,0
623,3,15,10,1
176,0,7,6,0
56,4,30,8,1
657,1,17,3,1
899,2,21,7,1
78,6,21,3,1
489,6,15,6,1
70,9,17,1,1
52,2,3,0,0
81,10,24,4,1
132,2,2,0,0
503,10,13,3,1
253,2,6,2,0
161,1,3,1,0
123,0,0,2,0
248,4,10,1,0
107,2,0,2,0
287,4,2,0,0
185,0,3,1,0
297,0,1,2,0
37,2,2,0,0
193,2,2,1,0
316,8,22,4,1
97,2,2,0,0
75,0,2,10,1
652,3,26,1,1
464,7,9,9,1
116,1,11,0,1
281,1,3,0,0
27,4,2,4,0
202,1,1,1,0
130,5,13,4,1
336,4,2,0,0
213,1,0,0,0
513,4,4,1,1
579,3,9,7,1
714,3,5,4,1
30,0,1,1,0
176,0,11,1,1
61,4,17,3,1
23,4,2,6,0
277,1,2,4,0
218,4,3,1,0
137,1,3,0,0
50,0,3,4,1
593,8,15,3,1
754,9,24,4,1
281,2,11,6,1
26,4,1,1,0
616,7,5,4,1
860,6,26,8,1
217,1,2,1,0
248,0,12,6,1
110,0,3,1,0
234,2,2,1,0
396,1,15,0,1
442,3,28,10,1
686,8,14,10,1
242,0,3,0,0
337,9,25,4,1
168,2,1,2,0
167,2,3,4,0
379,2,11,8,1
292,1,2,1,0
111,1,20,6,1
199,2,22,4,1
259,2,7,7,1
682,3,13,10,1
107,1,0,2,0
982,6,8,8,1
559,5,28,9,1
124,1,1,2,0
26,2,1,1,0
645,6,23,3,1
427,1,1,5,0
121,10,23,7,1
238,1,0,0,0
510,4,24,9,1
1000,3,23,3,1
60,0,2,1,0
287,2,0,0,0
119,1,0,3,0
324,1,10,3,1
89,5,15,9,1
217,3,18,9,1
551,0,21,8,1
234,4,25,5,1
395,10,13,3,1
139,1,0,1,0
657,5,28,3,1
143,8,30,6,1
633,8,19,7,1
259,0,3,1,0
91,3,0,5,0
614,4,28,0,1
665,2,23,0,1
133,2,1,0,0
114,0,2,0,0
943,10,24,9,1
170,1,2,0,0
180,3,2,0,0
35,5,1,1,0
158,0,11,6,1
184,2,0,2,0
159,2,3,0,0
124,2,29,5,1
166,0,0,2,0
26,1,2,1,0
138,0,4,1,0
203,7,28,3,1
130,2,0,0,0
226,0,2,2,0
317,0,1,1,0
275,1,1,2,0
137,4,3,0,0
263,2,1,1,0
35,0,1,0,0
300,5,3,6,1
74,3,12,4,1
200,2,6,0,0
231,4,0,1,0
147,1,3,0,0
99,2,21,7,1
127,1,1,1,0
125,8,28,4,1
750,10,9,3,1
547,3,2,3,1
210,0,0,1,0
270,2,1,1,0
297,2,1,2,0
82,10,8,0,1
39,0,0,0,0
613,8,15,4,1
115,0,3,0,0
454,2,0,5,0
163,2,0,0,0
769,3,2,6,1
184,5,27,10,1
162,5,23,8,1
667,1,1,7,1
355,1,15,5,1
28,1,2,0,0
239,2,0,0,0
178,1,1,1,0
716,4,9,8,1
784,4,27,3,1
199,0,2,4,0
405,5,4,9,1
227,3,1,1,0
784,4,19,9,1
64,5,9,2,1
55,3,2,10,1
252,2,0,0,0
752,6,24,3,1
62,10,1,9,1
888,2,8,5,1
241,1,5,1,0
394,9,5,5,1
242,1,1,2,0
538,2,16,0,1
111,2,0,3,0
226,4,8,9,1
806,7,19,3,1
456,0,5,1,0
418,7,20,3,1
201,2,9,2,0
183,2,9,0,0
519,6,5,10,1
898,9,8,4,1
480,2,3,0,0
745,2,5,7,1
231,0,1,2,0
404,1,2,6,0
28,1,2,2,0
118,7,24,7,1
194,2,1,0,0
151,0,0,5,0
853,2,25,1,1
119,2,10,1,0
515,3,14,10,1
959,2,30,3,1
275,0,1,0,0
270,2,2,2,0
297,2,0,1,0
414,3,14,3,1
431,1,1,2,0
26,3,2,5,0
690,2,11,8,1
161,6,16,4,1
235,0,0,1,0
715,2,14,7,1
393,0,2,5,0
87,0,3,1,0
48,2,9,1,0
218,2,2,1,0
858,6,1,4,1
158,6,19,1,1
357,6,15,7,1
882,0,0,9,1
273,2,3,2,0
127,0,0,2,0
190,9,22,8,1
331,0,3,2,0
49,0,0,0,0
74,0,1,1,0
629,7,29,10,1
183,3,30,0,1
60,6,7,8,1
53,0,0,1,0
111,0,1,6,0
290,8,6,7,1
170,6,25,1,1
839,2,7,9,1
446,0,4,2,0
239,1,1,2,0
29,0,2,0,0
140,0,3,2,0
165,1,2,0,0
29,1,3,2,0
193,6,1,8,1
147,7,25,5,1
869,2,18,1,1
696,6,28,8,1
162,5,5,9,1
929,7,19,1,1
182,4,7,8,1
256,1,3,1,0
646,4,5,7,1
259,2,0,2,0
32,0,2,1,0
855,4,3,10,1
589,3,24,5,1
291,3,0,6,0
102,1,2,0,0
269,0,7,0,0
46,2,0,0,0
526,2,24,6,1
255,2,1,1,0
60,1,2,2,0
182,2,5,4,0
579,9,17,7,1
50,2,23,7,1
134,9,2,6,1
125,4,6,10,1
211,0,18,0,1
935,5,18,9,1
253,0,3,1,0
174,5,6,2,0
186,8,1,7,1
166,0,1,3,0
749,4,1,10,1
297,9,14,3,1
207,4,3,0,0
206,0,2,2,0
174,2,2,2,0
262,2,2,2,0
629,9,21,1,1
211,10,8,5,1
123,4,30,8,1
241,2,5,4,1
131,7,20,10,1
475,1,16,4,1
388,3,21,9,1
573,10,30,3,1
221,7,1,6,1
137,2,16,8,1
422,2,1,0,0
849,2,8,1,1
59,0,2,1,0
326,1,0,1,0
773,7,1,4,1
293,1,2,1,0
299,9,2,3,1
759,5,2,5,1
98,2,0,2,0
82,4,5,3,1
385,4,2,6,1
488,2,0,1,0
58,2,2,6,0
74,0,2,0,0
360,3,0,1,0
411,2,3,2,0
85,2,0,2,0
209,2,0,1,0
29,4,2,0,0
265,2,6,6,0
148,2,0,2,0
681,7,22,1,1
